x,y,z,u,v,vres,p
15.0,7.0,0.0,1.0656595513894127,0.03614740757068622,1.0662724391737628,-0.0001793103468995306
15.0,7.1000000000000005,0.0,1.0673227769719433,0.036865231097219765,1.0679592480553517,-0.00017953625628626898
15.0,7.2,0.0,1.0689091610286827,0.037583683989463657,1.0695696928359846,-0.00017960806152964089
15.0,7.300000000000001,0.0,1.0703742696320935,0.03830211352368485,1.0710593489582259,-0.0001794864570180531
15.0,7.4,0.0,1.0716575540941111,0.039019664093078374,1.072367682948768,-0.0001790951242296521
15.0,7.5,0.0,1.0726775941232507,0.03973509624224916,1.0734132935674991,-0.0001782991816627635
15.0,7.6000000000000005,0.0,1.0733266387796094,0.04044650684804374,1.0740884476755828,-0.0001768769847377406
15.0,7.7,0.0,1.0734647081984445,0.04115092219849259,1.0742531722761437,-0.0001744856633765758
15.0,7.800000000000001,0.0,1.0729137367865715,0.041843740719721786,1.0737293817451135,-0.00017062217119627124
15.0,7.9,0.0,1.0714525016152625,0.04251801009513344,1.0722957821422474,-0.00016458365896535057
15.0,8.0,0.0,1.068813361910589,0.04316354652925679,1.069684577035492,-0.00015543312500836888
15.0,8.1,0.0,1.0646820945669162,0.04376592709417324,1.065581258687393,-0.00014197875328345933
15.0,8.200000000000001,0.0,1.058702285079849,0.04430543311031443,1.059628944412329,-0.00012277662989503653
15.0,8.3,0.0,1.0504857510805707,0.044756051151318185,1.0514387368448863,-9.616733369219066e-05
15.0,8.4,0.0,1.0396302701277567,0.04508470119635169,1.0406073845826178,-6.035437722589193e-05
15.0,8.5,0.0,1.0257453942134673,0.04525085732358489,1.0267430320380366,-1.3529513793762935e-05
15.0,8.6,0.0,1.0084863690274763,0.04520678512707442,1.0094990886255166,4.5958249299216995e-05
15.0,8.700000000000001,0.0,0.9875951232606515,0.044898520152871504,0.9886151954123198,0.00011939834678944982
15.0,8.8,0.0,0.9629461289533561,0.04426776954511573,0.9639631127209967,0.00020749902200920705
15.0,8.9,0.0,0.9345935884835382,0.04325466267179576,0.9355940046181292,0.00031017306745354363
15.0,9.0,0.0,0.9028153482293577,0.04180141341213525,0.9037825574560225,0.000426359743069514
15.0,9.1,0.0,0.8681476714716115,0.03985650368829447,0.8690620923546466,0.0005539042777289802
15.0,9.200000000000001,0.0,0.8314048334589409,0.03737935514150744,0.8322446835454608,0.0006895223324735267
15.0,9.3,0.0,0.79367654865235,0.03434478879890911,0.7944193026345394,0.0008288611071683247
15.0,9.4,0.0,0.7562986104684343,0.03074723473149102,0.7569233651038378,0.000966669312666325
15.0,9.5,0.0,0.7207913923122445,0.02660383072584095,0.7212821882181156,0.0010970734164342637
15.0,9.600000000000001,0.0,0.6887693847274243,0.021956321244140018,0.6891192533809881,0.0012139233261842322
15.0,9.700000000000001,0.0,0.6618209067566829,0.016871656441667687,0.6620359245624996,0.0013112651309439426
15.0,9.8,0.0,0.6413802265657009,0.011439429500713107,0.6414822332510633,0.0013836793179511368
15.0,9.9,0.0,0.6285853741343597,0.00577065233410364,0.6286118619657077,0.001427052406439203
15.0,10.0,0.0,0.6241871720292065,-9.386541019845143e-06,0.6241871720997839,0.001440053494968078
15.0,10.100000000000001,0.0,0.6284678937717719,-0.005780470030347428,0.6284944767742187,0.0014233091460879588
15.0,10.200000000000001,0.0,0.6411626280362723,-0.01142636737430309,0.6412644364548465,0.0013773586823250515
15.0,10.3,0.0,0.6615230674096387,-0.016828842783096633,0.6617370918004186,0.00130371612760961
15.0,10.4,0.0,0.6884088253380743,-0.021881451927003144,0.6887564945187675,0.0012061015623232908
15.0,10.5,0.0,0.720384792769736,-0.026497434488561258,0.7208719468035714,0.0010896136302833367
15.0,10.600000000000001,0.0,0.7558604754010164,-0.030611954016431766,0.7564801054899956,0.0009599952360989792
15.0,10.700000000000001,0.0,0.7932195459037723,-0.03418451200612788,0.7939558103980875,0.000823229039698104
15.0,10.8,0.0,0.830939215772705,-0.03719871754913348,0.8317714378940035,0.0006850630994899741
15.0,10.9,0.0,0.8676812830542218,-0.03966042700321964,0.8685872198188839,0.0005506442783835056
15.0,11.0,0.0,0.9023535083395822,-0.04159471812658723,0.9033116707918606,0.000424243165277469
15.0,11.100000000000001,0.0,0.9341393228299556,-0.04304179565916848,0.9351304030084647,0.00030908399431794757
15.0,11.200000000000001,0.0,0.9625004497382834,-0.044052591921079194,0.9635080417938208,0.00020728376325931505
15.0,11.3,0.0,0.9871574666897684,-0.0446842139756928,0.9881682766715327,0.00011988662327451541
15.0,11.4,0.0,1.0080550322934152,-0.04499581786087536,1.0090587553542396,4.6980805222973606e-05
15.0,11.5,0.0,1.0253179741397036,-0.04504502934735648,1.026306972968054,-1.2127542155358238e-05
15.0,11.600000000000001,0.0,1.0392040330412382,-0.04488522211635571,1.0401729209384416,-5.870538700256259e-05
15.0,11.700000000000001,0.0,1.0500579306416356,-0.0445636497254351,1.0510031287204833,-9.437747784179813e-05
15.0,11.8,0.0,1.0582702918600135,-0.04412046512081009,1.0591896081797416,-0.00012092592226946086
15.0,11.9,0.0,1.0642436484563966,-0.04358848137799002,1.0651359063465196,-0.00014012353323769052
15.0,12.0,0.0,1.0683665569419825,-0.042993532500418666,1.0692312864057667,-0.0001536100408158398
15.0,12.100000000000001,0.0,1.0709958205879297,-0.04235522943829182,1.0718330155288105,-0.0001628140495630833
15.0,12.200000000000001,0.0,1.0724460308519639,-0.04168793904536292,1.0732559682349692,-0.0001689163206767991
15.0,12.3,0.0,1.0729851558488364,-0.04100182536906329,1.073768268461844,-0.00017284644000435662
15.0,12.4,0.0,1.0728346952814307,-0.040303843207921033,1.0735914880330084,-0.0001753027547310954
15.0,12.5,0.0,1.0721729394875894,-0.03959860922088356,1.0729039388601789,-0.00017678594213625334
15.0,12.600000000000001,0.0,1.0711400447281423,-0.03888911746447893,1.071845771964126,-0.00017763796701378425
15.0,12.700000000000001,0.0,1.069843896424389,-0.03817729234715013,1.0705248564921221,-0.00017808047497749947
15.0,12.8,0.0,1.0683660149058993,-0.0374643928511318,1.0690226950526431,-0.00017824884888658843
15.0,12.9,0.0,1.066767021758809,-0.03675129121860844,1.0673998951275918,-0.000178220122613834
15.0,13.0,0.0,1.0650914031744982,-0.0360386535415357,1.0657009344395398,-0.0001780343539994366
15.0,13.100000000000001,0.0,1.063371470731997,-0.03532704820568476,1.0639581218740035,-0.0001777099913148814
15.0,13.200000000000001,0.0,1.0616305308356295,-0.03461700474262477,1.0621947660479651,-0.0001772542319776039
15.0,13.3,0.0,1.0598853398503811,-0.03390904074976033,1.060427629154544,-0.00017666952410676462
15.0,13.4,0.0,1.0581479532474232,-0.03320366995994184,1.0586687747640995,-0.00017595729497814054
15.0,13.5,0.0,1.056427084644322,-0.0325014003576159,1.0569269256648293,-0.00017511981953720278
15.0,13.600000000000001,0.0,1.0547290835542371,-0.03180272807506849,1.0552084406448698,-0.00017416093236112624
15.0,13.700000000000001,0.0,1.0530586260880153,-0.031108130355393823,1.0535180044748103,-0.00017308608523969893
15.0,13.8,0.0,1.051419195595389,-0.030418059348596226,1.0518591080562976,-0.0001719020855193906
15.0,13.9,0.0,1.0498134133704005,-0.029732937372318632,1.050234378820841,-0.00017061671827775136
15.0,14.0,0.0,1.0482432646655393,-0.029053153858537056,1.0486458065838034,-0.0001692383691896324
15.0,14.100000000000001,0.0,1.046710252979426,-0.02837906366558513,1.047094897775168,-0.00016777569625136047
15.0,14.200000000000001,0.0,1.0452155060966424,-0.02771098666078166,1.0455827814987078,-0.00016623736894887873
15.0,14.3,0.0,1.0437598500049483,-0.027049208198574502,1.044110283517274,-0.00016463191049064112
15.0,14.4,0.0,1.0423438616690897,-0.02639397982618555,1.0426779791144989,-0.0001629675745073758
15.0,14.5,0.0,1.0409679080306904,-0.02574552073743554,1.0412862322089127,-0.000161252248164604
15.0,14.600000000000001,0.0,1.039632176041514,-0.0251040193536773,1.039935225506148,-0.00015949341511130863
15.0,14.700000000000001,0.0,1.0383366966530827,-0.02446963497696396,1.0386249846081799,-0.00015769813968607142
15.0,14.8,0.0,1.0370813648200046,-0.02384249951890893,1.0373553981351966,-0.00015587306869292939
15.0,14.9,0.0,1.0358659566914905,-0.02322271911227724,1.0361262350289875,-0.00015402444076102666
15.0,15.0,0.0,1.0346901447498356,-0.02261037578191195,1.0349371598002628,-0.0001521581041786708
15.0,15.100000000000001,0.0,1.0335535113788827,-0.02200552888664658,1.0337877461960938,-0.00015027953521834972
15.0,15.200000000000001,0.0,1.0324555611302517,-0.021408216671290836,1.0326774895628488,-0.00014839386148184596
15.0,15.3,0.0,1.0313957319034688,-0.020818457483485407,1.0316058181111059,-0.00014650588130035039
15.0,15.4,0.0,1.0303734051211568,-0.02023625121687119,1.0305721031758428,-0.00014462008827254664
15.0,15.5,0.0,1.029387915033195,-0.019661580271454468,1.0295756685912694,-0.00014274068838286398
15.0,15.600000000000001,0.0,1.0284385571490442,-0.01909441093579962,1.0286157991980256,-0.0001408716248281793
15.0,15.700000000000001,0.0,1.027524595923298,-0.01853469405214015,1.0276917485856074,-0.000139016591549917
15.0,15.8,0.0,1.0266452716372334,-0.017982366413420207,1.026802746040794,-0.000137179059382579
15.0,15.9,0.0,1.0257998066212441,-0.017437351063318163,1.025948002813148,-0.0001353622855351004
15.0,16.0,0.0,1.0249874106914474,-0.016899558816487286,1.0251267176130714,-0.0001335693437010953
15.0,16.1,0.0,1.0242072859752023,-0.016368888066124323,1.0243380814658856,-0.00013180312961102094
15.0,16.2,0.0,1.023458630885904,-0.015845226581130266,1.0235812817457421,-0.0001300663997894472
15.0,16.3,0.0,1.0227406434470638,-0.015328450598056863,1.0228555055120208,-0.0001283617741298992
15.0,16.400000000000002,0.0,1.0220525235292794,-0.014818427115872206,1.0221599418069351,-0.00012669179120311635
15.0,16.5,0.0,1.021393474195889,-0.014315011892092264,1.0214937829940127,-0.00012505891032333624
15.0,16.6,0.0,1.0207627013765828,-0.013818052555832572,1.020856224498854,-0.00012346559615426618
15.0,16.7,0.0,1.0201594119841566,-0.013327384874996167,1.0202464628938765,-0.00012191432491393626
15.0,16.8,0.0,1.0195828091031294,-0.012842837162912329,1.0196636911673482,-0.00012040771736805596
15.0,16.900000000000002,0.0,1.0190320841353093,-0.012364223788017199,1.0191070908040196,-0.00011894855560979615
15.0,17.0,0.0,1.018506403563606,-0.01189135160416317,1.0185758186522222,-0.00011753998932420917
15.0,17.1,0.0,1.0180048897609562,-0.011424009084625132,1.0180689876235216,-0.00011618556702903317
15.0,17.2,0.0,1.017526592042151,-0.010961975963825253,1.0175856378850605,-0.00011488953950644592
15.0,17.3,0.0,1.0170704466963243,-0.010505005558121734,1.0171246967234828,-0.00011365689337749526
15.0,17.400000000000002,0.0,1.016635220269855,-0.010052839684064724,1.0166849220278869,-0.00011249375434986555
15.0,17.5,0.0,1.016219434192591,-0.009605180696853274,1.0162648266701593,-0.00011140736473165072
15.0,17.6,0.0,1.0158212631048988,-0.009161715467000975,1.0158625771266163,-0.00011040652496378604
15.0,17.7,0.0,1.0154384053085252,-0.008722072537256173,1.0154758635855734,-0.00010950135778635016
15.0,17.8,0.0,1.015067917217227,-0.008285862207344353,1.0151017348405225,-0.00010870359128714414
15.0,17.900000000000002,0.0,1.0147060136729489,-0.007852613180167119,1.014736398143776,-0.00010802578461304378
15.0,18.0,0.0,1.0143478297959112,-0.007421841671536254,1.0143749817229684,-0.00010748103730022535
15.0,18.1,0.0,1.0139871566466372,-0.006992961029617887,1.0140112698329804,-0.00010708113646980703
15.0,18.2,0.0,1.0136161586907695,-0.006565402469830537,1.0136374212057397,-0.00010683501113119215
15.0,18.3,0.0,1.01322510822012,-0.006138489831409401,1.0132437026624366,-0.0001067451469378821
15.0,18.400000000000002,0.0,1.0128021689050004,-0.00571164849058078,1.012818274058655,-0.0001068039076013733
15.0,18.5,0.0,1.0123333064911866,-0.005284233452550765,1.0123470978644429,-0.00010698784151011261
15.0,18.6,0.0,1.011802386637064,-0.004855880952575582,1.0118140388353407,-0.00010725131944100884
15.0,18.7,0.0,1.0111916166083819,-0.004426263026662247,1.0112013040455663,-0.00010751932415267798
15.0,18.8,0.0,1.0104823724926228,-0.003995656829400367,1.0104902722895546,-0.0001076787243712829
15.0,18.900000000000002,0.0,1.0096567480880496,-0.003564569952772916,1.0096630403846045,-0.00010757431878535465
15.0,19.0,0.0,1.0086995698265133,-0.003134586670258202,1.0087044402607666,-0.00010699623780877836
15.0,19.1,0.0,1.0076019552687108,-0.0027078051944051593,1.0076055937073296,-0.0001056919638584763
15.0,19.200000000000003,0.0,1.0063643535291769,-0.00228793502288558,1.006366954296924,-0.00010335332633095503
15.0,19.3,0.0,1.0050038594548858,-0.001879478708927802,1.005005616879544,-9.966492400011271e-05
15.0,19.400000000000002,0.0,1.0035555292430591,-0.001488604029104558,1.0035566332879635,-9.423556797138155e-05
15.0,19.5,0.0,1.0020896760383,-0.001123526210693485,1.0020903058775148,-8.688448546653908e-05
15.0,19.6,0.0,1.0006965125790273,-0.0007905389284648785,1.0006968248373853,-7.718459275742966e-05
15.0,19.700000000000003,0.0,0.999543516611848,-0.0005039995016039834,0.9995436436775922,-6.546900615129214e-05
15.0,19.8,0.0,0.9987923895535148,-0.0002634289581411412,0.9987924242928738,-5.096380491940821e-05
15.0,19.900000000000002,0.0,0.9987591278600212,-8.944966784922407e-05,0.9987591318656132,-3.229968848461386e-05
15.0,20.0,0.0,0.9999737880235533,-2.591305206220829e-06,0.9999737880269108,-1.0832444803655935e-05
0.0,0.0,0.0,1.0,0.0,1.0,0.009010732616785089
0.0,0.1,0.0,1.0,0.0,1.0,0.009011231683180767
0.0,0.2,0.0,1.0,0.0,1.0,0.009016969618340245
0.0,0.30000000000000004,0.0,1.0,0.0,1.0,0.009031134226512022
0.0,0.4,0.0,1.0,0.0,1.0,0.00905537165758624
0.0,0.5,0.0,1.0,0.0,1.0,0.00908701274789466
0.0,0.6000000000000001,0.0,1.0,0.0,1.0,0.009129493811326234
0.0,0.7000000000000001,0.0,1.0,0.0,1.0,0.009180564256409413
0.0,0.8,0.0,1.0,0.0,1.0,0.009242144039069559
0.0,0.9,0.0,1.0,0.0,1.0,0.009313420256343779
0.0,1.0,0.0,1.0,0.0,1.0,0.009395171950464734
0.0,1.1,0.0,1.0,0.0,1.0,0.009487290997164999
0.0,1.2000000000000002,0.0,1.0,0.0,1.0,0.009590135150185015
0.0,1.3,0.0,1.0,0.0,1.0,0.009703825588955408
0.0,1.4000000000000001,0.0,1.0,0.0,1.0,0.009828607107444275
0.0,1.5,0.0,1.0,0.0,1.0,0.009964672008570086
0.0,1.6,0.0,1.0,0.0,1.0,0.010112246900199054
0.0,1.7000000000000002,0.0,1.0,0.0,1.0,0.010271554793511347
0.0,1.8,0.0,1.0,0.0,1.0,0.010442830423156793
0.0,1.9000000000000001,0.0,1.0,0.0,1.0,0.010626320349782146
0.0,2.0,0.0,1.0,0.0,1.0,0.01082227429843039
0.0,2.1,0.0,1.0,0.0,1.0,0.011030963525524394
0.0,2.2,0.0,1.0,0.0,1.0,0.011252653552771249
0.0,2.3000000000000003,0.0,1.0,0.0,1.0,0.011487644251933993
0.0,2.4000000000000004,0.0,1.0,0.0,1.0,0.011736214055015718
0.0,2.5,0.0,1.0,0.0,1.0,0.011998698057696976
0.0,2.6,0.0,1.0,0.0,1.0,0.012275380233545113
0.0,2.7,0.0,1.0,0.0,1.0,0.01256664225155412
0.0,2.8000000000000003,0.0,1.0,0.0,1.0,0.012872758774690813
0.0,2.9000000000000004,0.0,1.0,0.0,1.0,0.01319417820356141
0.0,3.0,0.0,1.0,0.0,1.0,0.013531137961846204
0.0,3.1,0.0,1.0,0.0,1.0,0.01388418973416742
0.0,3.2,0.0,1.0,0.0,1.0,0.01425348259251247
0.0,3.3000000000000003,0.0,1.0,0.0,1.0,0.014639737706712317
0.0,3.4000000000000004,0.0,1.0,0.0,1.0,0.015042923670346469
0.0,3.5,0.0,1.0,0.0,1.0,0.015464050106570863
0.0,3.6,0.0,1.0,0.0,1.0,0.015902741476374795
0.0,3.7,0.0,1.0,0.0,1.0,0.016360507321784186
0.0,3.8000000000000003,0.0,1.0,0.0,1.0,0.016836340452026078
0.0,3.9000000000000004,0.0,1.0,0.0,1.0,0.017332622032994082
0.0,4.0,0.0,1.0,0.0,1.0,0.017847214002437318
0.0,4.1000000000000005,0.0,1.0,0.0,1.0,0.018384013600244175
0.0,4.2,0.0,1.0,0.0,1.0,0.018938896002318423
0.0,4.3,0.0,1.0,0.0,1.0,0.019518376383575755
0.0,4.4,0.0,1.0,0.0,1.0,0.020114895860171
0.0,4.5,0.0,1.0,0.0,1.0,0.020739442077622097
0.0,4.6000000000000005,0.0,1.0,0.0,1.0,0.02137861248116645
0.0,4.7,0.0,1.0,0.0,1.0,0.022050936103997953
0.0,4.800000000000001,0.0,1.0,0.0,1.0,0.022733222371809605
0.0,4.9,0.0,1.0,0.0,1.0,0.023456527811505354
0.0,5.0,0.0,1.0,0.0,1.0,0.024181537146281996
0.0,5.1000000000000005,0.0,1.0,0.0,1.0,0.024959773198082347
0.0,5.2,0.0,1.0,0.0,1.0,0.025725827231969103
0.0,5.300000000000001,0.0,1.0,0.0,1.0,0.02656404541425554
0.0,5.4,0.0,1.0,0.0,1.0,0.027367611589912327
0.0,5.5,0.0,1.0,0.0,1.0,0.02827244523486702
0.0,5.6000000000000005,0.0,1.0,0.0,1.0,0.029107418036224353
0.0,5.7,0.0,1.0,0.0,1.0,0.030087679398995527
0.0,5.800000000000001,0.0,1.0,0.0,1.0,0.030944517213929355
0.0,5.9,0.0,1.0,0.0,1.0,0.03201189877572875
0.0,6.0,0.0,1.0,0.0,1.0,0.03287664078847136
0.0,6.1000000000000005,0.0,1.0,0.0,1.0,0.03404645319579497
0.0,6.2,0.0,1.0,0.0,1.0,0.034899760361476746
0.0,6.300000000000001,0.0,1.0,0.0,1.0,0.03619149247191157
0.0,6.4,0.0,1.0,0.0,1.0,0.03700791373846158
0.0,6.5,0.0,1.0,0.0,1.0,0.038445506213070066
0.0,6.6000000000000005,0.0,1.0,0.0,1.0,0.03919297238457035
0.0,6.7,0.0,1.0,0.0,1.0,0.0408049163344811
0.0,6.800000000000001,0.0,1.0,0.0,1.0,0.0414441965744421
0.0,6.9,0.0,1.0,0.0,1.0,0.043263933531406874
0.0,7.0,0.0,1.0,0.0,1.0,0.04374740854714759
0.0,7.1000000000000005,0.0,1.0,0.0,1.0,0.045814691881723824
0.0,7.2,0.0,1.0,0.0,1.0,0.046084153265486476
0.0,7.300000000000001,0.0,1.0,0.0,1.0,0.048446718671760286
0.0,7.4,0.0,1.0,0.0,1.0,0.048432520128874126
0.0,7.5,0.0,1.0,0.0,1.0,0.051143241219058236
0.0,7.6000000000000005,0.0,1.0,0.0,1.0,0.05077264757977932
0.0,7.7,0.0,1.0,0.0,1.0,0.053870051437969885
0.0,7.800000000000001,0.0,1.0,0.0,1.0,0.05309746022606743
0.0,7.9,0.0,1.0,0.0,1.0,0.05657789263709077
0.0,8.0,0.0,1.0,0.0,1.0,0.05541090137522324
0.0,8.1,0.0,1.0,0.0,1.0,0.059198791436703355
0.0,8.200000000000001,0.0,1.0,0.0,1.0,0.05771807685812994
0.0,8.3,0.0,1.0,0.0,1.0,0.0616606985378327
0.0,8.4,0.0,1.0,0.0,1.0,0.060014222145964656
0.0,8.5,0.0,1.0,0.0,1.0,0.0639037661524147
0.0,8.6,0.0,1.0,0.0,1.0,0.06227252289107211
0.0,8.700000000000001,0.0,1.0,0.0,1.0,0.06588260067424553
0.0,8.8,0.0,1.0,0.0,1.0,0.06445440089493695
0.0,8.9,0.0,1.0,0.0,1.0,0.06754514836036034
0.0,9.0,0.0,1.0,0.0,1.0,0.06654150012537745
0.0,9.1,0.0,1.0,0.0,1.0,0.06879449631597605
0.0,9.200000000000001,0.0,1.0,0.0,1.0,0.06853644610549693
0.0,9.3,0.0,1.0,0.0,1.0,0.06955170466544097
0.0,9.4,0.0,1.0,0.0,1.0,0.07042913451961988
0.0,9.5,0.0,1.0,0.0,1.0,0.06979430572276776
0.0,9.600000000000001,0.0,1.0,0.0,1.0,0.0721270413377078
0.0,9.700000000000001,0.0,1.0,0.0,1.0,0.06963405633289767
0.0,9.8,0.0,1.0,0.0,1.0,0.0733615682200836
0.0,9.9,0.0,1.0,0.0,1.0,0.06935760906190902
0.0,10.0,0.0,1.0,0.0,1.0,0.07376855047355226
0.0,10.100000000000001,0.0,1.0,0.0,1.0,0.06924896593800178
0.0,10.200000000000001,0.0,1.0,0.0,1.0,0.07316038468561371
